genus,Species,decimalLongitude,decimalLatitude,country,continent,ecoregion,realm
Apoecilus,Apoecilus cynicus,-86.3,42.28,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-83.83,42.25,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-94.25,46.25,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-80.25,43.54,Canada,North America,Eastern Great Lakes lowland forests,Nearctic
Apoecilus,Apoecilus cynicus,-73.79,45.01,Canada,North America,Eastern Great Lakes lowland forests,Nearctic
Apoecilus,Apoecilus cynicus,-111.77,35.83,United States,North America,Arizona Mountains forests,Nearctic
Apoecilus,Apoecilus cynicus,-112.19,35.24,United States,North America,Arizona Mountains forests,Nearctic
Apoecilus,Apoecilus cynicus,-104.52,38.83,United States,North America,Western shortgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-105.46,40.66,United States,North America,Colorado Rockies forests,Nearctic
Apoecilus,Apoecilus cynicus,-104.03,37.31,United States,North America,Western shortgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-104.5,37.16,United States,North America,Western shortgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-72.92,41.3,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus cynicus,-73.45,41.78,United States,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus cynicus,-72.33,41.85,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus cynicus,-72.19,41.76,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus cynicus,-82.35,29.67,United States,North America,Southeast US conifer savannas,Nearctic
Apoecilus,Apoecilus cynicus,-83.18,29.58,United States,North America,Southeast US conifer savannas,Nearctic
Apoecilus,Apoecilus cynicus,-84.88,30.24,United States,North America,Southeast US conifer savannas,Nearctic
Apoecilus,Apoecilus cynicus,-83.66,32.45,United States,North America,Southeast US conifer savannas,Nearctic
Apoecilus,Apoecilus cynicus,-81.45,31.8,United States,North America,Southeast US conifer savannas,Nearctic
Apoecilus,Apoecilus cynicus,-83.99,34.83,United States,North America,Appalachian-Blue Ridge forests,Nearctic
Apoecilus,Apoecilus cynicus,-88.24,40.11,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-87.75,42.13,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-87.86,41.74,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-90.35,39.08,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-89.38,37.78,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-90.21,40.93,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-87.84,42.25,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-90.74,41.2,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-89.32,42.04,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-89.92,38.47,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-87.76,41.99,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-86.22,39.19,United States,North America,Interior Plateau US Hardwood Forests,Nearctic
Apoecilus,Apoecilus cynicus,-85.7,38.47,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-86.45,38.29,United States,North America,Interior Plateau US Hardwood Forests,Nearctic
Apoecilus,Apoecilus cynicus,-86.48,38.84,United States,North America,Interior Plateau US Hardwood Forests,Nearctic
Apoecilus,Apoecilus cynicus,-86.84,39.66,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-86.89,40.38,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-87.46,41.59,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-93.88,42.05,United States,North America,Central Tallgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-91.58,41.67,United States,North America,Central Tallgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-91.47,40.64,United States,North America,Central Tallgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-92.53,42.07,United States,North America,Central Tallgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-92.4,41.03,United States,North America,Central Tallgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-92.4,41.01,United States,North America,Central Tallgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-91.57,42.34,United States,North America,Central Tallgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-95.31,39.53,United States,North America,Central Tallgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-84.45,38.04,United States,North America,Interior Plateau US Hardwood Forests,Nearctic
Apoecilus,Apoecilus cynicus,-82.74,37.55,United States,North America,Appalachian mixed mesophytic forests,Nearctic
Apoecilus,Apoecilus cynicus,-84.11,37.11,United States,North America,Appalachian mixed mesophytic forests,Nearctic
Apoecilus,Apoecilus cynicus,-87.87,36.8,United States,North America,Interior Plateau US Hardwood Forests,Nearctic
Apoecilus,Apoecilus cynicus,-92.65,30.22,United States,North America,Western Gulf coastal grasslands,Nearctic
Apoecilus,Apoecilus cynicus,-69.52,43.99,United States,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus cynicus,-70.69,41.38,United States,North America,Atlantic coastal pine barrens,Nearctic
Apoecilus,Apoecilus cynicus,-72.66,42.34,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus cynicus,-71.06,42.42,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus cynicus,-71.42,42.67,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus cynicus,-86.33,41.94,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-84.98,45.58,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-86.28,44.23,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-84.03,42.15,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-93.29,45.75,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Apoecilus,Apoecilus cynicus,-92.3,38.99,United States,North America,Central Tallgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-92.33,38.95,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-90.96,36.94,United States,North America,Ozark Highlands mixed forests,Nearctic
Apoecilus,Apoecilus cynicus,-91.5,37.6,United States,North America,Ozark Highlands mixed forests,Nearctic
Apoecilus,Apoecilus cynicus,-90.84,37.45,United States,North America,Ozark Highlands mixed forests,Nearctic
Apoecilus,Apoecilus cynicus,-93.1,39.87,United States,North America,Central Tallgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-90.48,38.78,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-91.4,37.15,United States,North America,Ozark Highlands mixed forests,Nearctic
Apoecilus,Apoecilus cynicus,-95.53,29.61,United States,North America,Western Gulf coastal grasslands,Nearctic
Apoecilus,Apoecilus cynicus,-91.16,38.76,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-90.46,37.11,United States,North America,Ozark Highlands mixed forests,Nearctic
Apoecilus,Apoecilus cynicus,-71.18,44.46,United States,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus cynicus,-74.04,40.88,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus cynicus,-74.48,40.79,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus cynicus,-74.19,39.95,United States,North America,Atlantic coastal pine barrens,Nearctic
Apoecilus,Apoecilus cynicus,-74.18,39.64,United States,North America,Atlantic coastal pine barrens,Nearctic
Apoecilus,Apoecilus cynicus,-74.02,40.77,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus cynicus,-74.25,41.03,United States,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus cynicus,-105.45,33.74,United States,North America,Western shortgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-78.67,42.24,United States,North America,Allegheny Highlands forests,Nearctic
Apoecilus,Apoecilus cynicus,-78.93,42.46,United States,North America,Allegheny Highlands forests,Nearctic
Apoecilus,Apoecilus cynicus,-73.63,42.25,United States,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus cynicus,-73.78,42.44,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus cynicus,-74.29,44.84,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Apoecilus,Apoecilus cynicus,-78.87,42.88,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Apoecilus,Apoecilus cynicus,-78.67,42.9,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Apoecilus,Apoecilus cynicus,-76.05,43.99,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Apoecilus,Apoecilus cynicus,-77.29,42.85,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Apoecilus,Apoecilus cynicus,-74.3,41.4,United States,North America,Appalachian-Blue Ridge forests,Nearctic
Apoecilus,Apoecilus cynicus,-73.74,41.42,United States,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus cynicus,-73.83,40.68,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus cynicus,-74.76,41.71,United States,North America,Allegheny Highlands forests,Nearctic
Apoecilus,Apoecilus cynicus,-76.97,43.06,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Apoecilus,Apoecilus cynicus,-81.7,35.57,United States,North America,Appalachian-Blue Ridge forests,Nearctic
Apoecilus,Apoecilus cynicus,-83.06,40.29,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-83.66,41,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-83.65,40.66,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-84.62,40.54,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-84.58,41.11,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-82.99,38.8,United States,North America,Appalachian mixed mesophytic forests,Nearctic
Apoecilus,Apoecilus cynicus,-82.48,39.25,United States,North America,Appalachian mixed mesophytic forests,Nearctic
Apoecilus,Apoecilus cynicus,-96.25,33.96,United States,North America,East Central Texas forests,Nearctic
Apoecilus,Apoecilus cynicus,-97.32,35.2,United States,North America,Cross-Timbers savanna-woodland,Nearctic
Apoecilus,Apoecilus cynicus,-97.3,34.7,United States,North America,Central-Southern US mixed grasslands,Nearctic
Apoecilus,Apoecilus cynicus,-96.97,36.07,United States,North America,Central-Southern US mixed grasslands,Nearctic
Apoecilus,Apoecilus cynicus,-96.61,35.16,United States,North America,Cross-Timbers savanna-woodland,Nearctic
Apoecilus,Apoecilus cynicus,-79.98,40.46,United States,North America,Appalachian mixed mesophytic forests,Nearctic
Apoecilus,Apoecilus cynicus,-78.49,40,United States,North America,Appalachian-Blue Ridge forests,Nearctic
Apoecilus,Apoecilus cynicus,-80.24,40.17,United States,North America,Appalachian mixed mesophytic forests,Nearctic
Apoecilus,Apoecilus cynicus,-79.64,40.32,United States,North America,Appalachian mixed mesophytic forests,Nearctic
Apoecilus,Apoecilus cynicus,-82.39,34.85,United States,North America,Appalachian Piedmont forests,Nearctic
Apoecilus,Apoecilus cynicus,-96.79,44.36,United States,North America,Canadian Aspen forests and parklands,Nearctic
Apoecilus,Apoecilus cynicus,-87.83,36.5,United States,North America,Interior Plateau US Hardwood Forests,Nearctic
Apoecilus,Apoecilus cynicus,-96.3,30.66,United States,North America,East Central Texas forests,Nearctic
Apoecilus,Apoecilus cynicus,-96.8,32.78,United States,North America,Texas blackland prairies,Nearctic
Apoecilus,Apoecilus cynicus,-98.94,30.31,United States,North America,Edwards Plateau savanna,Nearctic
Apoecilus,Apoecilus cynicus,-98.59,31.49,United States,North America,Cross-Timbers savanna-woodland,Nearctic
Apoecilus,Apoecilus cynicus,-98.81,31.15,United States,North America,Edwards Plateau savanna,Nearctic
Apoecilus,Apoecilus cynicus,-80,38.33,United States,North America,Appalachian mixed mesophytic forests,Nearctic
Apoecilus,Apoecilus cynicus,-91.18,46.63,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-90.61,44.73,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Apoecilus,Apoecilus cynicus,-89.41,43.06,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-92.44,45.46,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Apoecilus,Apoecilus cynicus,-88.76,44.78,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Apoecilus,Apoecilus cynicus,-88.96,44.47,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Apoecilus,Apoecilus cynicus,-74.007,41.3135,United States,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus cynicus,-73.6604,40.5886,United States,North America,Atlantic coastal pine barrens,Nearctic
Apoecilus,Apoecilus cynicus,-99.69,42.53,United States,North America,Northern Shortgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-93.06,44.99,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Apoecilus,Apoecilus cynicus,-87.9,43.03,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-91.99,30.66,United States,North America,Mississippi lowland forests,Nearctic
Apoecilus,Apoecilus cynicus,-79.81,40.39,United States,North America,Appalachian mixed mesophytic forests,Nearctic
Apoecilus,Apoecilus cynicus,-90.94,41.09,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-86.34,43.41,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-73.13,40.78,United States,North America,Atlantic coastal pine barrens,Nearctic
Apoecilus,Apoecilus cynicus,-82.29,37.28,United States,North America,Appalachian mixed mesophytic forests,Nearctic
Apoecilus,Apoecilus cynicus,-80.1,37.42,United States,North America,Appalachian-Blue Ridge forests,Nearctic
Apoecilus,Apoecilus cynicus,-79.6,37.43,United States,North America,Appalachian-Blue Ridge forests,Nearctic
Apoecilus,Apoecilus cynicus,-78.99,37.97,United States,North America,Appalachian-Blue Ridge forests,Nearctic
Apoecilus,Apoecilus cynicus,-96.33,30.62,United States,North America,East Central Texas forests,Nearctic
